method,horizon,forecast_quarter,target_quarter,train_start,train_end,actual,forecast,forecast_error,squared_error,absolute_error,selected_variables,lambda,forecast_quarter_yq,target_quarter_yq,forecast_quarter_date,target_quarter_date,benchmark_squared_error,loss_difference_vs_benchmark,cumulative_loss_difference_vs_benchmark
LASSO,1,2014 Q3,2014 Q4,1994 Q3,2014 Q2,0.5044586015433339,0.7591374874525316,-0.25467888590919774,0.06486133492795015,0.25467888590919774,1,0.20894278400369765,2014 Q3,2014 Q4,2014-07-01,2014-10-01,0.00449736374121739,0.060363971186732764,-2.048861575193383
LASSO,1,2014 Q4,2015 Q1,1994 Q4,2014 Q3,0.8964547876924911,0.6247072025520565,0.2717475851404346,0.07384675002965777,0.2717475851404346,3,0.16589346778496675,2014 Q4,2015 Q1,2014-10-01,2015-01-01,0.16878505164887783,-0.09493830161922007,-2.143799876812603
LASSO,1,2015 Q1,2015 Q2,1995 Q1,2014 Q4,0.6174946582536478,0.4954932327890324,0.1220014254646154,0.0148843478153981,0.1220014254646154,6,0.14675193791769933,2015 Q1,2015 Q2,2015-01-01,2015-04-01,0.01950304426770897,-0.00461869645231087,-2.148418573264914
LASSO,1,2015 Q2,2015 Q3,1995 Q2,2015 Q1,0.3994462115690211,0.4520815947632581,-0.05263538319423694,0.00277048356400416,0.05263538319423694,6,0.15261061678645882,2015 Q2,2015 Q3,2015-04-01,2015-07-01,3.206239560097467e-4,0.0024498596079944135,-2.1459687136569197
LASSO,1,2015 Q3,2015 Q4,1995 Q3,2015 Q2,0.18430917271050615,0.4697341492621062,-0.28542497655160015,0.08146741723948149,0.28542497655160015,3,0.17446097500546573,2015 Q3,2015 Q4,2015-07-01,2015-10-01,0.05793496366583669,0.0235324535736448,-2.122436260083275
LASSO,1,2015 Q4,2016 Q1,1995 Q4,2015 Q3,0.5778466518471248,0.3095465975845936,0.26830005426253123,0.0719849191172772,0.26830005426253123,3,0.17937858616848576,2015 Q4,2016 Q1,2015-10-01,2016-01-01,2.389158194959173e-4,0.07174600329778127,-2.0506902567854937
LASSO,1,2016 Q1,2016 Q2,1996 Q1,2015 Q4,0.32060956626729364,0.361909031604159,-0.04129946533686535,0.00170564583711094,0.04129946533686535,4,0.15951928090035786,2016 Q1,2016 Q2,2016-01-01,2016-04-01,0.06073497168000197,-0.05902932584289103,-2.1097195826283848
LASSO,1,2016 Q2,2016 Q3,1996 Q2,2016 Q1,0.7068859191104337,0.48492681866685416,0.2219591004435796,0.04926584226972305,0.2219591004435796,1,0.2502910354510571,2016 Q2,2016 Q3,2016-04-01,2016-07-01,0.00681300424428651,0.042452838025436535,-2.0672667446029482
LASSO,1,2016 Q3,2016 Q4,1996 Q3,2016 Q2,0.5527685286210726,0.6382916723896337,-0.08552314376856107,0.00731420812005796,0.08552314376856107,1,0.24968356356933505,2016 Q3,2016 Q4,2016-07-01,2016-10-01,0.01766000563484334,-0.010345797514785381,-2.0776125421177336
LASSO,1,2016 Q4,2017 Q1,1996 Q4,2016 Q3,0.48570873310360696,0.5736057734697343,-0.08789704036612733,0.00772588970512461,0.08789704036612733,1,0.24901162040883876,2016 Q4,2017 Q1,2016-10-01,2017-01-01,0.0072450981058855,4.807915992391101e-4,-2.077131750518494
LASSO,1,2017 Q1,2017 Q2,1997 Q1,2016 Q4,0.5583111012978037,0.5479942892032004,0.01031681209460333,1.0643661179535364e-4,0.01031681209460333,0,0.25230469412979645,2017 Q1,2017 Q2,2017-01-01,2017-04-01,9.453041836464414e-4,-8.388675718510877e-4,-2.0779706180903452
LASSO,1,2017 Q2,2017 Q3,1997 Q2,2017 Q1,0.785431525684821,0.5669711353201542,0.2184603903646668,0.0477249421582826,0.2184603903646668,3,0.18474034780360332,2017 Q2,2017 Q3,2017-04-01,2017-07-01,0.01504860632069269,0.032676335837589915,-2.0452942822527556
LASSO,1,2017 Q3,2017 Q4,1997 Q3,2017 Q2,1.1207427769393874,0.5821697357211063,0.5385730412182811,0.2900609207271083,0.5385730412182811,3,0.1771291595367136,2017 Q3,2017 Q4,2017-07-01,2017-10-01,0.37668580921871214,-0.08662488849160382,-2.1319191707443594
LASSO,1,2017 Q4,2018 Q1,1997 Q4,2017 Q3,0.8101194549169577,0.7806070996432036,0.02951235527375406,8.709791138042794e-4,0.02951235527375406,0,0.2304095879754927,2017 Q4,2018 Q1,2017-10-01,2018-01-01,0.0029890630054333,-0.002118083891629021,-2.1340372546359885
LASSO,1,2018 Q1,2018 Q2,1998 Q1,2017 Q4,0.5294212303768475,0.659168713218147,-0.12974748284129944,0.01683440930365329,0.12974748284129944,0,0.2291232993843497,2018 Q1,2018 Q2,2018-01-01,2018-04-01,0.00460965790934936,0.012224751394303932,-2.1218125032416846
LASSO,1,2018 Q2,2018 Q3,1998 Q2,2018 Q1,0.621760482522582,0.5500714850457863,0.07168899747679569,0.00513931235922801,0.07168899747679569,0,0.22778111976760784,2018 Q2,2018 Q3,2018-04-01,2018-07-01,8.501439058101168e-5,0.005054297968646999,-2.1167582052730376
LASSO,1,2018 Q3,2018 Q4,1998 Q3,2018 Q2,0.14154399831838305,0.5779009777366699,-0.4363569794182869,0.19040741348705123,0.4363569794182869,1,0.2317897822668804,2018 Q3,2018 Q4,2018-07-01,2018-10-01,0.19391764919335716,-0.003510235706305931,-2.1202684409793435
LASSO,1,2018 Q4,2019 Q1,1998 Q4,2018 Q3,0.6223772907267389,0.3959524233138354,0.22642486741290344,0.05126822058295091,0.22642486741290344,0,0.23800640090539,2018 Q4,2019 Q1,2018-10-01,2019-01-01,0.13062632460168394,-0.07935810401873303,-2.1996265449980763
LASSO,1,2019 Q1,2019 Q2,1999 Q1,2018 Q4,0.8316777932895647,0.5634725226895503,0.2682052706000144,0.07193406717762696,0.2682052706000144,0,0.23951047205723416,2019 Q1,2019 Q2,2019-01-01,2019-04-01,0.16822438613442128,-0.09629031895679432,-2.295916863954871
LASSO,1,2019 Q2,2019 Q3,1999 Q2,2019 Q1,1.1632102580909631,0.6354530942591781,0.5277571638317851,0.27852762397576963,0.5277571638317851,0,0.23959322075441292,2019 Q2,2019 Q3,2019-04-01,2019-07-01,0.4169316105158421,-0.13840398654007247,-2.434320850494943
LASSO,1,2019 Q3,2019 Q4,1999 Q3,2019 Q2,0.6795635968053659,0.744612621636281,-0.06504902483091501,0.00423137563145299,0.06504902483091501,1,0.24128144122838016,2019 Q3,2019 Q4,2019-07-01,2019-10-01,0.00141190353626699,0.0028194720951859997,-2.431501378399757
Elastic net,1,2005 Q2,2005 Q3,1985 Q2,2005 Q1,0.7807581701131383,0.7292826777717044,0.05147549234143389,0.00264972631179301,0.05147549234143389,4,0.26105603779260916,2005 Q2,2005 Q3,2005-04-01,2005-07-01,0.00474387800496578,-0.0020941516931727703,-0.0020941516931727703
Elastic net,1,2005 Q3,2005 Q4,1985 Q3,2005 Q2,0.5539792372076136,0.7773315465225326,-0.223352309314919,0.04988625407630726,0.223352309314919,0,0.3988668816515985,2005 Q3,2005 Q4,2005-07-01,2005-10-01,0.0260935155112909,0.023792738565016357,0.021698586871843586
Elastic net,1,2005 Q4,2006 Q1,1985 Q4,2005 Q3,1.3364138447713003,0.721447028135436,0.6149668166358643,0.37818418556324873,0.6149668166358643,0,0.3960451519786554,2005 Q4,2006 Q1,2005-10-01,2006-01-01,0.37911760314926873,-9.334175860200022e-4,0.020765169285823584
Elastic net,1,2006 Q1,2006 Q2,1986 Q1,2005 Q4,0.25841857488995146,0.9158363404196516,-0.6574177655297,0.4321981184340636,0.6574177655297,0,0.4017012460628029,2006 Q1,2006 Q2,2006-01-01,2006-04-01,0.6344324327417866,-0.20223431430772304,-0.18146914502189945
Elastic net,1,2006 Q2,2006 Q3,1986 Q2,2006 Q1,0.14984360400802643,0.6621032126001023,-0.5122596085920759,0.26240990659490676,0.5122596085920759,1,0.39888956084498456,2006 Q2,2006 Q3,2006-04-01,2006-07-01,0.5483182014025342,-0.2859082948076274,-0.4673774398295269
Elastic net,1,2006 Q3,2006 Q4,1986 Q3,2006 Q2,0.8557775565416037,0.5910007130342368,0.26477684350736685,0.07010677685772464,0.26477684350736685,3,0.32356282007663406,2006 Q3,2006 Q4,2006-07-01,2006-10-01,0.11961920736403112,-0.04951243050630648,-0.5168898703358333
Elastic net,1,2006 Q4,2007 Q1,1986 Q4,2006 Q3,0.3003840617131104,0.7938921818854955,-0.4935081201723851,0.2435502646760813,0.4935081201723851,1,0.3976437510791614,2006 Q4,2007 Q1,2006-10-01,2007-01-01,0.2167264115983789,0.02682385307770238,-0.490066017258131
Elastic net,1,2007 Q1,2007 Q2,1987 Q1,2006 Q4,0.6098982914680917,0.6569153426264105,-0.04701705115831878,0.00221060309962396,0.04701705115831878,0,0.3896516679013825,2007 Q1,2007 Q2,2007-01-01,2007-04-01,0.00275419112676799,-5.435880271440299e-4,-0.490609605285275
Elastic net,1,2007 Q2,2007 Q3,1987 Q2,2007 Q1,0.5743731109307149,0.7248639511377954,-0.1504908402070806,0.02264749298623306,0.1504908402070806,0,0.3883189895765906,2007 Q2,2007 Q3,2007-04-01,2007-07-01,9.266112481082908e-5,0.02255483186142223,-0.46805477342385277
Elastic net,1,2007 Q3,2007 Q4,1987 Q3,2007 Q2,0.6262715512194816,0.7141006442871183,-0.08782909306763664,0.00771394958908357,0.08782909306763664,0,0.3884865530026011,2007 Q3,2007 Q4,2007-07-01,2007-10-01,8.248969525287806e-5,0.007631459893830692,-0.4604233135300221
Elastic net,1,2007 Q4,2008 Q1,1987 Q4,2007 Q3,-0.42767755900321447,0.714301761972539,-1.1419793209757536,1.3041167695362432,1.1419793209757536,0,0.3665295008033739,2007 Q4,2008 Q1,2007-10-01,2008-01-01,1.1087684685498955,0.1953483009863477,-0.2650750125436744
Elastic net,1,2008 Q1,2008 Q2,1988 Q1,2007 Q4,0.5936625931315831,0.44848249714028,0.1451800959913031,0.02107726027204398,0.1451800959913031,3,0.2734782994398889,2008 Q1,2008 Q2,2008-01-01,2008-04-01,0.09110912331670594,-0.07003186304466195,-0.33510687558833635
Elastic net,1,2008 Q2,2008 Q3,1988 Q2,2008 Q1,-0.5266423802783748,0.9700574876656548,-1.4966998679440298,2.2401104947036763,1.4966998679440298,2,0.3236146310272385,2008 Q2,2008 Q3,2008-04-01,2008-07-01,1.3906591226459306,0.8494513720577457,0.5143444964694094
Elastic net,1,2008 Q3,2008 Q4,1988 Q3,2008 Q2,-2.2133412739485436,0.3680767255615692,-2.581417999510113,6.6637188881947935,2.581417999510113,0,0.3886892312077196,2008 Q3,2008 Q4,2008-07-01,2008-10-01,6.515500209282223,0.14821867891257057,0.66256317538198
Elastic net,1,2008 Q4,2009 Q1,1988 Q4,2008 Q3,-1.1413631359902254,-0.5536528918499415,-0.5877102441402839,0.34540333106743215,0.5877102441402839,0,0.40452473947360007,2008 Q4,2009 Q1,2008-10-01,2009-01-01,0.8061338086757067,-0.46073047760827457,0.20183269777370536
Elastic net,1,2009 Q1,2009 Q2,1989 Q1,2008 Q4,-0.178810721762801,-0.21057406371320508,0.03176334195040409,0.0010089098918583,0.03176334195040409,0,0.3879706638381734,2009 Q1,2009 Q2,2009-01-01,2009-04-01,1.8256313461775848,-1.8246224362857266,-1.6227897385120214
Elastic net,1,2009 Q2,2009 Q3,1989 Q2,2009 Q1,0.3505771547139602,0.24394525956868604,0.1066318951452742,0.01137036106227274,0.1066318951452742,1,0.3814868999486323,2009 Q2,2009 Q3,2009-04-01,2009-07-01,0.9999651626576904,-0.9885948015954177,-2.611384540107439
Elastic net,1,2009 Q3,2009 Q4,1989 Q3,2009 Q2,1.0751135379244658,0.4936407124969943,0.5814728254274715,0.3381106467106067,0.5814728254274715,1,0.38073449500500506,2009 Q3,2009 Q4,2009-07-01,2009-10-01,0.9196532832866808,-0.5815426365760741,-3.1929271766835132
Elastic net,1,2009 Q4,2010 Q1,1989 Q4,2009 Q3,0.483331022067901,0.843391404727832,-0.360060382659931,0.12964347916121594,0.360060382659931,0,0.3682816051009952,2009 Q4,2010 Q1,2009-10-01,2010-01-01,0.11525728116356691,0.014386197997649022,-3.178540978685864
Elastic net,1,2010 Q1,2010 Q2,1990 Q1,2009 Q4,0.9629349822608546,0.5560225386071801,0.4069124436536745,0.16557773680020485,0.4069124436536745,0,0.3642358016622749,2010 Q1,2010 Q2,2010-01-01,2010-04-01,0.06837269994289381,0.09720503685731104,-3.081335941828553
Elastic net,1,2010 Q2,2010 Q3,1990 Q2,2010 Q1,0.7681272705003295,0.7925764935416104,-0.02444922304128094,5.97764507322303e-4,0.02444922304128094,0,0.3676182927951045,2010 Q2,2010 Q3,2010-04-01,2010-07-01,1.0413356954573508e-4,4.936309377765679e-4,-3.0808423108907763
Elastic net,1,2010 Q3,2010 Q4,1990 Q3,2010 Q2,0.523736364445071,0.7054311543456173,-0.18169478990054633,0.03301299667700367,0.18169478990054633,1,0.3688346364344052,2010 Q3,2010 Q4,2010-07-01,2010-10-01,0.01914589012218131,0.013867106554822362,-3.066975204335954
Elastic net,1,2010 Q4,2011 Q1,1990 Q4,2010 Q3,-0.23748667360496967,0.6076206809275714,-0.845107354532541,0.7142064406849901,0.845107354532541,0,0.3839859251378046,2010 Q4,2011 Q1,2010-10-01,2011-01-01,0.6436374085868849,0.07056903209810517,-2.9964061722378488
Elastic net,1,2011 Q1,2011 Q2,1991 Q1,2010 Q4,0.6743037468666557,0.2795407400871159,0.39476300677953985,0.15583783152162303,0.39476300677953985,1,0.3896998937599601,2011 Q1,2011 Q2,2011-01-01,2011-04-01,0.22113574906690375,-0.06529791754528072,-3.0617040897831296
Elastic net,1,2011 Q2,2011 Q3,1991 Q2,2011 Q1,-0.0223152255784953,0.666927330657163,-0.6892425562356583,0.4750553013262646,0.6892425562356583,0,0.4007692681435058,2011 Q2,2011 Q3,2011-04-01,2011-07-01,0.5483141650010498,-0.07325886367478518,-3.1349629534579146
Elastic net,1,2011 Q3,2011 Q4,1991 Q3,2011 Q2,1.1167896811464573,0.35565271770210377,0.7611369634443534,0.579329477121291,0.7611369634443534,1,0.4132240266045952,2011 Q3,2011 Q4,2011-07-01,2011-10-01,0.30253225372506554,0.2767972233962255,-2.8581657300616894
Elastic net,1,2011 Q4,2012 Q1,1991 Q4,2011 Q3,0.8350941818790147,0.8592791060814087,-0.02418492420239393,5.849105586755398e-4,0.02418492420239393,0,0.4337207933091962,2011 Q4,2012 Q1,2011-10-01,2012-01-01,2.784295819462502e-5,5.570676004809147e-4,-2.8576086624612085
Elastic net,1,2012 Q1,2012 Q2,1992 Q1,2011 Q4,0.4453416266322563,0.733309697088522,-0.2879680704562657,0.08292560960230481,0.2879680704562657,0,0.4424980753925704,2012 Q1,2012 Q2,2012-01-01,2012-04-01,0.05719949032628204,0.025726119276022773,-2.8318825431851855
Elastic net,1,2012 Q2,2012 Q3,1992 Q2,2012 Q1,0.14392437648620415,0.5619163455170932,-0.4179919690308891,0.17471728617431975,0.4179919690308891,1,0.4428156557248714,2012 Q2,2012 Q3,2012-04-01,2012-07-01,0.08785704488064057,0.08686024129367918,-2.7450223018915065
Elastic net,1,2012 Q3,2012 Q4,1992 Q3,2012 Q2,0.11557374157504796,0.4271815670485963,-0.3116078254735483,0.09709943689635336,0.3116078254735483,0,0.4426122988386271,2012 Q3,2012 Q4,2012-07-01,2012-10-01,0.09401124405296764,0.003088192843385726,-2.741934109048121
Elastic net,1,2012 Q4,2013 Q1,1992 Q4,2012 Q3,0.9817259265515688,0.4069687542279763,0.5747571723235925,0.3303458071374118,0.5747571723235925,0,0.46056961382673073,2012 Q4,2013 Q1,2012-10-01,2013-01-01,0.20778737269289163,0.12255843444452016,-2.6193756746036003
Elastic net,1,2013 Q1,2013 Q2,1993 Q1,2012 Q4,0.26727882651371715,0.7897138607589269,-0.5224350342452098,0.27293836500679347,0.5224350342452098,1,0.4667002175201311,2013 Q1,2013 Q2,2013-01-01,2013-04-01,0.03090845844340353,0.24202990656338993,-2.3773457680402106
Elastic net,1,2013 Q2,2013 Q3,1993 Q2,2013 Q1,0.8477896552497199,0.4800836632069644,0.3677059920427555,0.13520769658414702,0.3677059920427555,0,0.4635528235779823,2013 Q2,2013 Q3,2013-04-01,2013-07-01,0.05517680541854252,0.0800308911656045,-2.297314876874606
Elastic net,1,2013 Q3,2013 Q4,1993 Q3,2013 Q2,0.8679640238263175,0.7293240656373832,0.13863995818893438,0.01922103800662947,0.13863995818893438,0,0.46304626147855865,2013 Q3,2013 Q4,2013-07-01,2013-10-01,0.08283300846693481,-0.06361197046030534,-2.3609268473349116
Elastic net,1,2013 Q4,2014 Q1,1993 Q4,2013 Q3,-0.34569281496601434,0.7308597424533229,-1.0765525574193373,1.1589654088861157,1.0765525574193373,0,0.4751130631904731,2013 Q4,2014 Q1,2013-10-01,2014-01-01,0.7358625825932555,0.4231028262928601,-1.9378240210420514
Elastic net,1,2014 Q1,2014 Q2,1994 Q1,2013 Q4,1.283569022914932,0.2151237061486406,1.0684453167662913,1.1415753949198206,1.0684453167662913,1,0.4828865872540397,2014 Q1,2014 Q2,2014-01-01,2014-04-01,0.3866418743919271,0.7549335205278935,-1.182890500514158
Elastic net,1,2014 Q2,2014 Q3,1994 Q2,2014 Q1,1.2080648325781596,0.8399049926307398,0.36815983994741974,0.13554166775010973,0.36815983994741974,3,0.3670189322251631,2014 Q2,2014 Q3,2014-04-01,2014-07-01,0.2816905417081888,-0.14614887395807907,-1.3290393744722369
Elastic net,1,2014 Q3,2014 Q4,1994 Q3,2014 Q2,0.5044586015433339,0.7301189614030047,-0.2256603598596708,0.05092259801199613,0.2256603598596708,3,0.34693594002854866,2014 Q3,2014 Q4,2014-07-01,2014-10-01,0.00449736374121739,0.04642523427077874,-1.2826141402014581
Elastic net,1,2014 Q4,2015 Q1,1994 Q4,2014 Q3,0.8964547876924911,0.6102535685301388,0.2862012191623523,0.08191113785001682,0.2862012191623523,5,0.3317869355699335,2014 Q4,2015 Q1,2014-10-01,2015-01-01,0.16878505164887783,-0.08687391379886102,-1.3694880540003191
Elastic net,1,2015 Q1,2015 Q2,1995 Q1,2014 Q4,0.6174946582536478,0.5433945922166784,0.07410006603696939,0.00549081978668322,0.07410006603696939,7,0.28016367170294637,2015 Q1,2015 Q2,2015-01-01,2015-04-01,0.01950304426770897,-0.01401222448102575,-1.3835002784813448
Elastic net,1,2015 Q2,2015 Q3,1995 Q2,2015 Q1,0.3994462115690211,0.4943054211057498,-0.09485920953672872,0.008998269633933,0.09485920953672872,7,0.30522123357291764,2015 Q2,2015 Q3,2015-04-01,2015-07-01,3.206239560097467e-4,0.008677645677923253,-1.3748226328034217
Elastic net,1,2015 Q3,2015 Q4,1995 Q3,2015 Q2,0.18430917271050615,0.4873081871604774,-0.30299901444997124,0.09180840275765388,0.30299901444997124,5,0.3330629088783722,2015 Q3,2015 Q4,2015-07-01,2015-10-01,0.05793496366583669,0.03387343909181719,-1.3409491937116045
Elastic net,1,2015 Q4,2016 Q1,1995 Q4,2015 Q3,0.5778466518471248,0.36103504949183934,0.21681160235528543,0.04700727091586642,0.21681160235528543,3,0.3937355537516058,2015 Q4,2016 Q1,2015-10-01,2016-01-01,2.389158194959173e-4,0.046768355096370506,-1.294180838615234
Elastic net,1,2016 Q1,2016 Q2,1996 Q1,2015 Q4,0.32060956626729364,0.4287479212671461,-0.10813835499985248,0.01169390382207411,0.10813835499985248,5,0.3342298230897888,2016 Q1,2016 Q2,2016-01-01,2016-04-01,0.06073497168000197,-0.04904106785792786,-1.3432219064731619
Elastic net,1,2016 Q2,2016 Q3,1996 Q2,2016 Q1,0.7068859191104337,0.48492681866685416,0.2219591004435796,0.04926584226972305,0.2219591004435796,1,0.5005820709021142,2016 Q2,2016 Q3,2016-04-01,2016-07-01,0.00681300424428651,0.042452838025436535,-1.3007690684477253
Elastic net,1,2016 Q3,2016 Q4,1996 Q3,2016 Q2,0.5527685286210726,0.6382916723896337,-0.08552314376856107,0.00731420812005796,0.08552314376856107,1,0.4993671271386701,2016 Q3,2016 Q4,2016-07-01,2016-10-01,0.01766000563484334,-0.010345797514785381,-1.3111148659625107
Elastic net,1,2016 Q4,2017 Q1,1996 Q4,2016 Q3,0.48570873310360696,0.5736057734697343,-0.08789704036612733,0.00772588970512461,0.08789704036612733,0,0.4980232408176776,2016 Q4,2017 Q1,2016-10-01,2017-01-01,0.0072450981058855,4.807915992391101e-4,-1.3106340743632716
Elastic net,1,2017 Q1,2017 Q2,1997 Q1,2016 Q4,0.5583111012978037,0.5479942892032004,0.01031681209460333,1.0643661179535364e-4,0.01031681209460333,0,0.5046093882595929,2017 Q1,2017 Q2,2017-01-01,2017-04-01,9.453041836464414e-4,-8.388675718510877e-4,-1.3114729419351225
Elastic net,1,2017 Q2,2017 Q3,1997 Q2,2017 Q1,0.785431525684821,0.5667038558923309,0.21872766979249017,0.0478417935328526,0.21872766979249017,3,0.36948069560720664,2017 Q2,2017 Q3,2017-04-01,2017-07-01,0.01504860632069269,0.032793187212159916,-1.2786797547229627
Elastic net,1,2017 Q3,2017 Q4,1997 Q3,2017 Q2,1.1207427769393874,0.5984169003105972,0.5223258766287902,0.27282432139603413,0.5223258766287902,3,0.3542583190734272,2017 Q3,2017 Q4,2017-07-01,2017-10-01,0.37668580921871214,-0.10386148782267801,-1.3825412425456407
Elastic net,1,2017 Q4,2018 Q1,1997 Q4,2017 Q3,0.8101194549169577,0.7806070996432036,0.02951235527375406,8.709791138042794e-4,0.02951235527375406,0,0.46081917595098537,2017 Q4,2018 Q1,2017-10-01,2018-01-01,0.0029890630054333,-0.002118083891629021,-1.3846593264372697
Elastic net,1,2018 Q1,2018 Q2,1998 Q1,2017 Q4,0.5294212303768475,0.659168713218147,-0.12974748284129944,0.01683440930365329,0.12974748284129944,0,0.4582465987686994,2018 Q1,2018 Q2,2018-01-01,2018-04-01,0.00460965790934936,0.012224751394303932,-1.3724345750429658
Elastic net,1,2018 Q2,2018 Q3,1998 Q2,2018 Q1,0.621760482522582,0.5500714850457863,0.07168899747679569,0.00513931235922801,0.07168899747679569,0,0.4555622395352156,2018 Q2,2018 Q3,2018-04-01,2018-07-01,8.501439058101168e-5,0.005054297968646999,-1.3673802770743189
Elastic net,1,2018 Q3,2018 Q4,1998 Q3,2018 Q2,0.14154399831838305,0.5779009777366699,-0.4363569794182869,0.19040741348705123,0.4363569794182869,0,0.4635795645337609,2018 Q3,2018 Q4,2018-07-01,2018-10-01,0.19391764919335716,-0.003510235706305931,-1.3708905127806248
Elastic net,1,2018 Q4,2019 Q1,1998 Q4,2018 Q3,0.6223772907267389,0.3959524233138354,0.22642486741290344,0.05126822058295091,0.22642486741290344,0,0.47601280181078,2018 Q4,2019 Q1,2018-10-01,2019-01-01,0.13062632460168394,-0.07935810401873303,-1.4502486167993578
Elastic net,1,2019 Q1,2019 Q2,1999 Q1,2018 Q4,0.8316777932895647,0.5634725226895503,0.2682052706000144,0.07193406717762696,0.2682052706000144,0,0.4790209441144684,2019 Q1,2019 Q2,2019-01-01,2019-04-01,0.16822438613442128,-0.09629031895679432,-1.546538935756152
Elastic net,1,2019 Q2,2019 Q3,1999 Q2,2019 Q1,1.1632102580909631,0.6354530942591781,0.5277571638317851,0.27852762397576963,0.5277571638317851,0,0.4791864415088258,2019 Q2,2019 Q3,2019-04-01,2019-07-01,0.4169316105158421,-0.13840398654007247,-1.6849429222962247
Elastic net,1,2019 Q3,2019 Q4,1999 Q3,2019 Q2,0.6795635968053659,0.744612621636281,-0.06504902483091501,0.00423137563145299,0.06504902483091501,1,0.4825628824567603,2019 Q3,2019 Q4,2019-07-01,2019-10-01,0.00141190353626699,0.0028194720951859997,-1.6821234502010385
Threshold ridge,1,2005 Q2,2005 Q3,1985 Q2,2005 Q1,0.7807581701131383,0.7799470800383177,8.110900748206085e-4,6.578671094725003e-7,8.110900748206085e-4,13,1.9839098255638432,2005 Q2,2005 Q3,2005-04-01,2005-07-01,0.00474387800496578,-0.004743220137856308,-0.004743220137856308
Threshold ridge,1,2005 Q3,2005 Q4,1985 Q3,2005 Q2,0.5539792372076136,0.6875861302863173,-0.13360689307870377,0.01785080187814418,0.13360689307870377,14,1.994334408258,2005 Q3,2005 Q4,2005-07-01,2005-10-01,0.0260935155112909,-0.008242713633146721,-0.01298593377100303
Threshold ridge,1,2005 Q4,2006 Q1,1985 Q4,2005 Q3,1.3364138447713003,0.7425032532365059,0.5939105915347944,0.3527297907372094,0.5939105915347944,14,1.9802257598932855,2005 Q4,2006 Q1,2005-10-01,2006-01-01,0.37911760314926873,-0.02638781241205934,-0.03937374618306237
Threshold ridge,1,2006 Q1,2006 Q2,1986 Q1,2005 Q4,0.25841857488995146,0.8890285906381415,-0.6306100157481901,0.39766899196193256,0.6306100157481901,17,2.008506230314024,2006 Q1,2006 Q2,2006-01-01,2006-04-01,0.6344324327417866,-0.23676344077985406,-0.27613718696291645
Threshold ridge,1,2006 Q2,2006 Q3,1986 Q2,2006 Q1,0.14984360400802643,0.7327452863297483,-0.5829016823217219,0.3397743712534936,0.5829016823217219,13,1.994447804224933,2006 Q2,2006 Q3,2006-04-01,2006-07-01,0.5483182014025342,-0.2085438301490406,-0.48468101711195705
Threshold ridge,1,2006 Q3,2006 Q4,1986 Q3,2006 Q2,0.8557775565416037,0.6040177027794481,0.2517598537621556,0.06338302396634198,0.2517598537621556,16,2.0414498580897726,2006 Q3,2006 Q4,2006-07-01,2006-10-01,0.11961920736403112,-0.05623618339768914,-0.5409172005096462
Threshold ridge,1,2006 Q4,2007 Q1,1986 Q4,2006 Q3,0.3003840617131104,0.787400375687724,-0.4870163139746137,0.23718489007741947,0.4870163139746137,15,1.9882187553958168,2006 Q4,2007 Q1,2006-10-01,2007-01-01,0.2167264115983789,0.02045847847904056,-0.5204587220306056
Threshold ridge,1,2007 Q1,2007 Q2,1987 Q1,2006 Q4,0.6098982914680917,0.7054350158810889,-0.0955367244129972,0.0091272657115649709,0.0955367244129972,16,1.9482583395069208,2007 Q1,2007 Q2,2007-01-01,2007-04-01,0.00275419112676799,0.006373074584796981,-0.5140856474458086
Threshold ridge,1,2007 Q2,2007 Q3,1987 Q2,2007 Q1,0.5743731109307149,0.6922585836419228,-0.11788547271120796,0.01389698467634496,0.11788547271120796,15,1.9415949478829624,2007 Q2,2007 Q3,2007-04-01,2007-07-01,9.266112481082908e-5,0.013804323551534131,-0.5002813238942745
Threshold ridge,1,2007 Q3,2007 Q4,1987 Q3,2007 Q2,0.6262715512194816,0.7105830466679995,-0.0843114954485179,0.00710842826476545,0.0843114954485179,15,1.942432765013015,2007 Q3,2007 Q4,2007-07-01,2007-10-01,8.248969525287806e-5,0.007025938569512572,-0.49325538532476193
Threshold ridge,1,2007 Q4,2008 Q1,1987 Q4,2007 Q3,-0.42767755900321447,0.6792666946639492,-1.1069442536671636,1.225325580726754,1.1069442536671636,15,5.863128934767591,2007 Q4,2008 Q1,2007-10-01,2008-01-01,1.1087684685498955,0.11655711217685849,-0.37669827314790344
Threshold ridge,1,2008 Q1,2008 Q2,1988 Q1,2007 Q4,0.5936625931315831,0.4230425317890086,0.17062006134257451,0.02911120533254389,0.17062006134257451,14,1.983850935607614,2008 Q1,2008 Q2,2008-01-01,2008-04-01,0.09110912331670594,-0.06199791798416205,-0.4386961911320655
Threshold ridge,1,2008 Q2,2008 Q3,1988 Q2,2008 Q1,-0.5266423802783748,1.0524586512297862,-1.579101031508161,2.4935600677101384,1.579101031508161,15,1.9489748437592505,2008 Q2,2008 Q3,2008-04-01,2008-07-01,1.3906591226459306,1.1029009450642078,0.6642047539321423
